age,workclass,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,expectation,prediction
27.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30.0,United-States,0.001444812501486609,<=50K
47.0,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,0.8290846022841382,>50K
34.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,2057.0,35.0,United-States,0.10874736406009432,<=50K
18.0,Self-emp-not-inc,9th,5,Never-married,Farming-fishing,Other-relative,Other,Female,0.0,0.0,40.0,Mexico,0.0012080568269548834,<=50K
41.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.3376325905514154,<=50K
55.0,Self-emp-inc,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0.0,2444.0,60.0,United-States,0.8458004713854635,>50K
26.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.05559319394998633,<=50K
36.0,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.028758055074887382,<=50K
35.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,38.0,United-States,0.5129359978571596,>50K
30.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.38022563729445236,<=50K
32.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.0,United-States,0.16527132887573456,<=50K
20.0,Private,Assoc-acdm,12,Never-married,?,Own-child,White,Female,594.0,0.0,20.0,United-States,0.002238288521026904,<=50K
28.0,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.47424251547553037,>50K
26.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0.11736347167799319,<=50K
39.0,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.030639344973920443,<=50K
24.0,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.003335832794403455,<=50K
50.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,40.0,United-States,0.9497396925290512,>50K
41.0,State-gov,Some-college,10,Divorced,Other-service,Own-child,White,Male,0.0,0.0,12.0,United-States,0.01912377390400786,<=50K
18.0,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States,0.000381817971590512,<=50K
48.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,0.6830185887481052,>50K
21.0,Private,Some-college,10,Never-married,?,Own-child,White,Male,0.0,0.0,40.0,United-States,0.004214570372685633,<=50K
20.0,Private,HS-grad,9,Never-married,?,Unmarried,White,Male,0.0,0.0,40.0,United-States,0.0026114693833978776,<=50K
32.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,44.0,United-States,0.24804689520470044,<=50K
55.0,Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Black,Male,0.0,0.0,40.0,United-States,0.02523149747371709,<=50K
41.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.6640575621351622,>50K
22.0,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0038291399851253594,<=50K
19.0,Private,HS-grad,9,Never-married,?,Own-child,White,Female,0.0,0.0,8.0,United-States,0.0010246145321729343,<=50K
30.0,Private,Assoc-voc,11,Never-married,?,Not-in-family,White,Male,0.0,0.0,30.0,United-States,0.007908739685810797,<=50K
35.0,Self-emp-not-inc,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,2.0,United-States,0.06232377270332025,<=50K
33.0,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,5.0,United-States,0.3479097552738212,<=50K
33.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,10.0,United-States,0.16014514204831504,<=50K
37.0,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,47.0,United-States,0.0494775048713914,<=50K
50.0,Private,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0.0,0.0,20.0,Germany,0.04223883871522351,<=50K
34.0,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.3835541504497406,<=50K
39.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,45.0,Puerto-Rico,0.18423386165654554,<=50K
46.0,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,0.5985804330767135,>50K
22.0,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0.0,0.0,50.0,United-States,0.006061663948020399,<=50K
23.0,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,18.0,United-States,0.00324713401356634,<=50K
29.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.1843135516696499,<=50K
72.0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,30.0,United-States,0.2660551621395336,<=50K
28.0,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0.02988922627011488,<=50K
49.0,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0.0,1564.0,40.0,Canada,0.15413904223548405,<=50K
20.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States,0.001186069712691893,<=50K
22.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.0736297889814433,<=50K
40.0,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,39.0,United-States,0.6888003191141006,>50K
70.0,Private,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,8.0,United-States,0.03494629267703354,<=50K
22.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,Philippines,0.004242065350867904,<=50K
47.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.3640887572764588,<=50K
50.0,Private,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.2175940194646346,<=50K
44.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,0.5849124619431939,>50K
24.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States,0.004457478071445988,<=50K
33.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,United-States,0.2349087021412958,<=50K
17.0,Private,10th,6,Never-married,?,Own-child,White,Female,0.0,0.0,30.0,United-States,0.0005721130254292417,<=50K
21.0,Private,Some-college,10,Never-married,?,Own-child,White,Female,0.0,0.0,30.0,United-States,0.0016938940171540772,<=50K
37.0,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,48.0,United-States,0.1176587742438568,<=50K
23.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.037149355212115924,<=50K
52.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.4846948743946797,>50K
51.0,Private,Some-college,10,Widowed,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.04332758479496444,<=50K
30.0,State-gov,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,0.08449502023282837,<=50K
31.0,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,45.0,United-States,0.01756793868640955,<=50K
63.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.2770030770740749,<=50K
21.0,Private,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,25.0,United-States,0.0004537899672015271,<=50K
45.0,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0.3015833319591428,<=50K
30.0,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Female,0.0,0.0,40.0,United-States,0.02199319203824687,<=50K
44.0,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States,0.7185205566896604,>50K
35.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,29.0,United-States,0.009537167550523678,<=50K
19.0,Private,10th,6,Never-married,Other-service,Other-relative,White,Female,34095.0,0.0,24.0,United-States,0.19006874209459285,<=50K
31.0,Local-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,99.0,Columbia,0.7059762498824823,>50K
32.0,Private,Some-college,10,Never-married,?,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.0056686012267178195,<=50K
41.0,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.02837465611230955,<=50K
43.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,United-States,0.25257657993688115,<=50K
28.0,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0.0,1726.0,40.0,United-States,0.006782579479363441,<=50K
31.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,0.268432754844349,<=50K
21.0,Private,HS-grad,9,Never-married,Other-service,Own-child,Other,Male,0.0,0.0,20.0,United-States,0.0007788139098701695,<=50K
33.0,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,20.0,United-States,0.21158935876638948,<=50K
20.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0019086052684437315,<=50K
32.0,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,0.5157872615100237,>50K
31.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,40.0,United-States,0.8642689815969263,>50K
52.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,5013.0,0.0,40.0,United-States,0.07080363920872046,<=50K
59.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0.18429775569446072,<=50K
39.0,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0.26309549347834166,<=50K
20.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,43.0,United-States,0.003202771245814694,<=50K
47.0,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,0.8071179984867228,>50K
39.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.3463274154737697,<=50K
19.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.0029467897482632274,<=50K
24.0,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,42.0,United-States,0.014860891660532182,<=50K
33.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.35052269196711044,<=50K
18.0,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,30.0,United-States,0.0027815304201842007,<=50K
50.0,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,0.7641125330997992,>50K
48.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.36532780352251515,<=50K
37.0,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.024603721062209413,<=50K
22.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,20.0,United-States,0.008747401588853374,<=50K
29.0,Private,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,37.0,United-States,0.0317370731090355,<=50K
51.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.37715794193912217,<=50K
18.0,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,England,0.003123230859173065,<=50K
21.0,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,40.0,United-States,0.0015980009150074245,<=50K
29.0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.02739937799602935,<=50K
28.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,0.22319610378846294,<=50K
24.0,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0025327537538809355,<=50K
43.0,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.020272804188677763,<=50K
47.0,Local-gov,11th,7,Divorced,Other-service,Not-in-family,Black,Male,0.0,0.0,40.0,United-States,0.005349738983852871,<=50K
54.0,Federal-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688.0,0.0,40.0,United-States,0.9587182570652152,>50K
34.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,35.0,United-States,0.009629251410912164,<=50K
51.0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.43394363137535147,>50K
35.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,0.34287157671683144,<=50K
36.0,Private,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.02092257170552958,<=50K
42.0,Private,Some-college,10,Never-married,Handlers-cleaners,Unmarried,Black,Female,0.0,625.0,40.0,United-States,0.02386188899924525,<=50K
43.0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35.0,United-States,0.15101173584297614,<=50K
57.0,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,0.021104064859268162,<=50K
25.0,Private,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0.0,0.0,40.0,United-States,0.0056115157435458855,<=50K
68.0,Private,HS-grad,9,Widowed,?,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.00938667003326616,<=50K
45.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70.0,United-States,0.43754935556802765,>50K
57.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.375480264526184,<=50K
26.0,State-gov,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,40.0,United-States,0.010130838654391279,<=50K
45.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.499187517401556,>50K
19.0,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0037369840280653418,<=50K
34.0,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan,0.48204613960568504,>50K
27.0,Private,9th,5,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.003899001274373058,<=50K
50.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.4997384784240977,>50K
53.0,State-gov,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,40.0,United-States,0.06531519047885154,<=50K
54.0,Private,HS-grad,9,Divorced,?,Not-in-family,White,Female,0.0,0.0,60.0,Germany,0.021949912254201575,<=50K
27.0,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.2581659624105364,<=50K
51.0,Private,9th,5,Never-married,Other-service,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0.003043153289486134,<=50K
30.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0.01265880954822951,<=50K
18.0,Private,11th,7,Never-married,Other-service,Own-child,White,Female,0.0,0.0,16.0,United-States,0.000253696116869462,<=50K
39.0,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.1739853390178076,<=50K
57.0,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,0.0298899725827897,<=50K
20.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,1719.0,30.0,United-States,0.0009216669714403338,<=50K
43.0,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,50.0,United-States,0.9965514471804938,>50K
42.0,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,0.2895763624027826,<=50K
50.0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,0.6640316677284348,>50K
30.0,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.18758622793070903,<=50K
37.0,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,0.3164185788076806,<=50K
41.0,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,0.5527225270647571,>50K
36.0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,0.7167842155868837,>50K
26.0,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,32.0,United-States,0.1129860874340425,<=50K
47.0,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,48.0,United-States,0.5894932007472377,>50K
26.0,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,25.0,United-States,0.0029123346588956272,<=50K
20.0,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.1102595646082863,<=50K
18.0,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,32.0,United-States,0.0016939184915120689,<=50K
34.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,United-States,0.226077840805566,<=50K
33.0,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40.0,United-States,0.20982193623193315,<=50K
28.0,Private,HS-grad,9,Separated,Priv-house-serv,Own-child,White,Female,0.0,0.0,40.0,Guatemala,0.00549795452749671,<=50K
69.0,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,35.0,United-States,0.1573632874571868,<=50K
27.0,State-gov,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0.015632930048995304,<=50K
32.0,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,Nicaragua,0.1014621419822676,<=50K
64.0,Private,HS-grad,9,Widowed,?,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,0.006530847623664671,<=50K
34.0,Self-emp-not-inc,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.051532201063630434,<=50K
23.0,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,38.0,United-States,0.016819493333094616,<=50K
37.0,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,25.0,United-States,0.008744219545970912,<=50K
47.0,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,0.34855333264649613,<=50K
41.0,Private,HS-grad,9,Never-married,?,Own-child,White,Female,3418.0,0.0,40.0,United-States,0.007732798791007167,<=50K
20.0,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,0.0037530743977357258,<=50K
25.0,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,0.047098041256632424,<=50K
43.0,Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States,0.15752907069038863,<=50K
25.0,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0.009369340291239911,<=50K
27.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.055878705216885684,<=50K
41.0,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.03513769925976935,<=50K
28.0,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0.12216454532178182,<=50K
52.0,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,44.0,United-States,0.04791366935286888,<=50K
41.0,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.04895992995025225,<=50K
30.0,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.042219895873019844,<=50K
27.0,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,45.0,United-States,0.010863803181619808,<=50K
34.0,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5013.0,0.0,40.0,United-States,0.10120019484169489,<=50K
35.0,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States,0.020170481620868645,<=50K
50.0,Federal-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,7298.0,0.0,50.0,United-States,0.9830102011116532,>50K
25.0,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,50.0,United-States,0.07523531792408998,<=50K
38.0,Private,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,40.0,United-States,0.2915931622755043,<=50K
33.0,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,0.3737374722011898,<=50K
33.0,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,50.0,India,0.6405601513508342,>50K
63.0,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.06776031104140517,<=50K
54.0,Private,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,0.39470808704973215,>50K
24.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.07862641627408644,<=50K
47.0,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,England,0.20082674477319976,<=50K
63.0,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,70.0,United-States,0.07084591698730637,<=50K
20.0,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.008625875857285636,<=50K
56.0,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,0.7315918157504832,>50K
20.0,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,0.0011604277360894803,<=50K
36.0,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,0.11886626054080009,<=50K
49.0,Private,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.0049207431949742555,<=50K
62.0,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,80.0,United-States,0.9945517577594258,>50K
21.0,Private,Assoc-acdm,12,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,15.0,United-States,0.002294533589823477,<=50K
38.0,State-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.039906580643646154,<=50K
23.0,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,40.0,United-States,0.002501672888910449,<=50K
59.0,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States,0.14075983532040764,<=50K
31.0,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,45.0,United-States,0.484354872530921,>50K
47.0,Local-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,72.0,United-States,0.12342864760094915,<=50K
58.0,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,70.0,United-States,0.38352111019039886,<=50K
20.0,Private,Some-college,10,Never-married,?,Own-child,White,Male,0.0,0.0,40.0,United-States,0.004214570372685633,<=50K
18.0,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,26.0,United-States,0.002012781385960451,<=50K
20.0,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States,0.004254390343811332,<=50K
41.0,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,0.3376325905514154,<=50K
55.0,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0.0,0.0,35.0,United-States,0.00550012938645106,<=50K
19.0,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,20.0,United-States,0.0013887482539981654,<=50K
25.0,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,0.008984330738701585,<=50K
61.0,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States,0.407962845910144,>50K
51.0,Private,HS-grad,9,Separated,?,Unmarried,White,Female,0.0,0.0,40.0,United-States,0.01739249743887884,<=50K
